date,fond,horizon(mois),VL (MAD),1W (%),6M (%),1A (%),2A (%),3A (%),5A (%),Catégorie,perf_1A_norm,perf_3A_norm,perf_5A_norm,score_performance,volatilite,vola_norm,score_risque,raroc_raw,raroc_norm,score_raroc,score_global
11/21/2025,FCP ATTIJARI GOLD,60.0,2399.98,0.46,22.75,39.1,85.98,100.54,117.95,contractuel,0.8378743526232831,0.894560669456067,1.0,0.8873053771484616,2.735,0.3005932010038786,0.6994067989961215,459.9821428571429,1.0,1.0,0.8647441905582212  FCP ATTIJARI VALEURS ESG
11/7/2025,FCP ATTIJARI GOLD,60.0,2351.52,-0.57,20.36,39.06,85.25,94.03,114.6,contractuel,0.8369736545823014,0.8340306834030684,0.9701930776759499,0.8627346478472612,2.606,0.28587725302304356,0.7141227469769564,369.68656716417917,0.7876136820758493,0.7876136820758493,0.7956147878547462
10/17/2025,ATTIJARI ACTIONS,60.0,931.67,-0.38,8.19,30.47,48.04,63.18,72.91,actions,0.6435487502814682,0.5471873547187355,0.5992526025447104,0.6057811020652968,1.1989999999999998,0.12537075062742412,0.8746292493725759,347.0,0.7342520812514313,0.7342520812514313,0.7249768400133209
10/17/2025,ATTIJARI PATRIMOINE VALEURS,60.0,121.35,-0.32,7.46,27.56,44.16,56.99,66.39,actions,0.578022967800045,0.4896327289632729,0.5412403238722306,0.5441493673634505,1.066,0.11019849418206709,0.8898015058179329,359.38095238095235,0.7633736065133785,0.7633736065133785,0.7136122806447737
10/17/2025,ATTIJARI AL MOUCHARAKA,60.0,1350.66,-0.64,6.74,32.27,53.32,58.25,75.19,actions,0.6840801621256475,0.501348210134821,0.6195391049025715,0.6163523650837843,1.314,0.13848961898243212,0.8615103810175679,223.93243243243245,0.4447820011177699,0.4447820011177699,0.6384286606741151
11/14/2025,FCP ATTIJARI GOLD,60.0,2388.91,1.59,27.21,46.3,86.09,97.66,114.62,contractuel,1.0,0.8677824267782427,0.9703710294510189,0.9544089339236765,4.311,0.48037873602555325,0.5196212639744467,153.0059171597633,0.27795409945871796,0.27795409945871796,0.6210361825994201
10/17/2025,ATTIJARI DIVIDEND FUND,60.0,1146.61,-0.47,7.24,25.21,39.39,52.41,62.62,actions,0.5251069578923666,0.44704788470478846,0.5076964142717324,0.4982071272119663,1.194,0.12480036504677162,0.8751996349532284,246.03508771929828,0.4967701692721703,0.4967701692721703,0.6108737921524061
10/31/2025,ATTIJARI ACTIONS,60.0,989.48,1.34,13.13,37.14,60.59,76.99,84.11,actions,0.7937401486151768,0.6755927475592748,0.698905596583326,0.739329017892036,2.6530000000000005,0.2912388774811773,0.7087611225188226,137.66666666666666,0.2418742925917368,0.2418742925917368,0.5809222316899822
10/24/2025,FCP ATTIJARI GOLD,60.0,2407.04,-2.06,24.67,40.26,84.87,109.16,114.24,contractuel,0.8639945958117542,0.9747094374709439,0.9669899457247085,0.9178081182921021,4.527,0.5050193931097422,0.4949806068902578,122.0648148148148,0.20517681497799004,0.20517681497799004,0.5771704738773152
10/31/2025,FCP ATTIJARI GOLD,60.0,2364.91,-1.75,23.64,37.78,81.17,100.21,110.43,contractuel,0.8081513172708851,0.8914923291492329,0.9330901325740726,0.8581413838950269,4.114,0.45790554414784396,0.5420944558521561,134.28108108108108,0.23391097820981596,0.23391097820981596,0.5760581837766023
10/17/2025,ATTIJARI PATRIMOINE DIVERSIFIE,48.0,5574.3,-0.3,4.75,17.24,32.86,40.76,44.86,diversifié,0.34564287322675075,0.3387261738726174,0.34967523801049916,0.34437433637726045,0.7749999999999999,0.07700205338809035,0.9229979466119096,257.15,0.5229138122494875,0.5229138122494875,0.5715232622093234
10/31/2025,ATTIJARI AL MOUCHARAKA,60.0,1421.58,1.41,11.14,37.76,63.99,68.62,83.0,actions,0.8077009682503941,0.5977684797768481,0.6890292730669989,0.7209868826716512,2.524,0.27652292950034224,0.7234770704996578,125.41721854304636,0.21306208154360076,0.21306208154360076,0.5693564986816382
10/31/2025,ATTIJARI DIVIDEND FUND,60.0,1209.11,1.05,11.69,30.81,50.25,64.36,71.82,actions,0.6512046836298131,0.5581589958158996,0.5895542308034523,0.6109608867203669,2.2190000000000003,0.24172940908053847,0.7582705909194616,145.2086956521739,0.259614073900135,0.259614073900135,0.5497497541340257
10/31/2025,ATTIJARI PATRIMOINE VALEURS,60.0,128.99,1.38,12.19,34.17,56.52,70.69,77.41,actions,0.7268633190722812,0.6170153417015342,0.6392917519352256,0.676394612433646,2.5989999999999998,0.28507871321013,0.71492128678987,123.15540540540539,0.2077420184015318,0.2077420184015318,0.547356836530879
10/17/2025,ATTIJARI DIVERSIFIE,48.0,724.39,-0.26,5.45,15.23,28.87,33.97,40.07,diversifié,0.3003827966674173,0.27559274755927476,0.30705578788148413,0.2942803801777879,0.805,0.08042436687200549,0.9195756331279945,247.97222222222226,0.5013265482668492,0.5013265482668492,0.5439828064895683
11/7/2025,ATTIJARI ACTIONS,60.0,971.95,-1.77,9.33,31.05,58.43,79.19,77.46,actions,0.6566088718757037,0.696048349604835,0.6397366313728979,0.665066267093882,2.7030000000000003,0.29694273328770254,0.7030572667122974,100.37433155080213,0.15415812619855693,0.15415812619855693,0.5231911247108091
10/10/2025,FCP ATTIJARI GOLD,60.0,2312.99,2.87,21.45,39.83,84.86,98.78,102.81,contractuel,0.8543120918712003,0.8781961878196188,0.8652905062728001,0.8636730035360458,5.015000000000001,0.5606890257814283,0.4393109742185717,81.28619528619528,0.10926047815587203,0.10926047815587203,0.5100406371267514
11/7/2025,ATTIJARI PATRIMOINE VALEURS,60.0,126.88,-1.64,8.66,28.45,54.68,73.29,71.15,actions,0.5980634992118893,0.6411901441190145,0.5835928463386424,0.6081073621093774,2.506,0.27446954140999313,0.7255304585900069,99.36206896551725,0.1517771598930529,0.1517771598930529,0.5064352303886689
10/10/2025,ATTIJARI AL MOUCHARAKA,60.0,1359.33,-1.38,14.84,33.01,53.73,53.2,78.02,actions,0.70074307588381,0.4543933054393306,0.6447192810748288,0.6156333857886699,2.864,0.3153091489847136,0.6846908510152864,110.96621621621622,0.17907154379073106,0.17907154379073106,0.5053820727572731
11/7/2025,ATTIJARI AL MOUCHARAKA,60.0,"1,392.04",-2.08,7.24,31.79,60.6,70.01,77.0,actions,0.6732717856338662,0.6106927010692702,0.635643740546312,0.6469724512469767,2.8040000000000003,0.30846452201688346,0.6915354779831165,82.01834862385321,0.11098259300311325,0.11098259300311325,0.4995444017946596
11/7/2025,ATTIJARI DIVIDEND FUND,60.0,"1,191.86",-1.43,8.51,25.53,48.98,68.33,66.44,actions,0.5323125422202207,0.595072059507206,0.541685203309903,0.5530149296242527,2.2809999999999997,0.24880219028062966,0.7511978097193703,104.77124183006536,0.1645002008493788,0.1645002008493788,0.49591537502032584
10/10/2025,ATTIJARI ACTIONS,60.0,935.25,-1.49,16.89,30.56,47.92,57.51,75.77,actions,0.6455753208736772,0.494467689446769,0.6246997063795712,0.5960679085467835,3.1790000000000003,0.3512434405658225,0.6487565594341775,103.04402515723268,0.160437574451741,0.160437574451741,0.4811854035844889
10/31/2025,ATTIJARI PATRIMOINE DIVERSIFIE,48.0,5801.69,0.9,8.03,21.4,39.86,48.72,50.51,diversifié,0.43931546948885386,0.4127382612738261,0.3999466144674793,0.4234685360200706,1.7029999999999998,0.18286561715719823,0.8171343828428017,120.63,0.2018019537726333,0.2018019537726333,0.47506831539265876
11/21/2025,ATTIJARI AL MOUCHARAKA,60.0,1327.94,-1.78,1.73,23.82,55.34,59.42,65.52,actions,0.49380770096825044,0.5122268712226872,0.533499421656731,0.5072717961822776,1.953,0.21138489618982434,0.7886151038101756,79.12765957446807,0.1041833362427356,0.1041833362427356,0.4707482504887844
10/10/2025,FCP CAP INSTITUTIONS,3.0,673805.91,0.01,1.29,3.0,6.77,9.79,13.65,obligataire court terme,0.024994370637243864,0.0507670850767085,0.07198149301539283,0.04212360944471305,0.139,0.0044490075290896675,0.9955509924709103,240.36363636363635,0.48343021699354694,0.48343021699354694,0.4605438066172224
10/3/2025,FCP ATTIJARI GOLD,60.0,"2,248.54",3.25,21.47,36.22,88.19,89.18,98.22,contractuel,0.7730240936725963,0.788935378893538,0.8244505738944746,0.7880827752832544,5.397,0.6042664841432809,0.3957335158567191,66.75223880597015,0.07507482201474391,0.07507482201474391,0.4564756114747407
10/3/2025,ATTIJARI AL MOUCHARAKA,60.0,"1,378.30",-2.54,9.99,33.75,55.91,52.31,81.96,actions,0.7174059896419727,0.4461180846118085,0.6797757807634132,0.6284935763572115,3.539,0.39231120237280404,0.607688797627196,63.643939393939384,0.06776371887308177,0.06776371887308177,0.4540331854929679
10/10/2025,ATTIJARI PATRIMOINE VALEURS,60.0,121.74,-1.49,15.63,27.5,43.8,51.76,68.97,actions,0.5766719207385724,0.4410041841004184,0.564196102856126,0.5334764361706369,3.053,0.33686972393337894,0.6631302760666211,93.22641509433961,0.13734534611086305,0.13734534611086305,0.45353326112150005
11/7/2025,ATTIJARI PATRIMOINE DIVERSIFIE,48.0,"5,743.11",-1.01,5.72,18.11,38.74,50.34,47.75,diversifié,0.36523305561810404,0.42780102278010235,0.3753892695079633,0.3860346885446754,1.5819999999999999,0.16906228610540724,0.8309377138945928,104.68468468468468,0.1642966077801022,0.1642966077801022,0.4529841719202787
11/21/2025,CAP MONETAIRE PREMIERE,1.0,209881.24,0.01,1.08,2.63,5.95,9.21,12.73,monétaire,0.016662913758162576,0.04537424453742447,0.06379571136222084,0.034702872512752794,0.11800000000000001,0.002053388090349077,0.997946611909651,223.36363636363637,0.4434441226915654,0.4434441226915654,0.44629836938546597
10/10/2025,ATTIJARI MINETAIRE PLUS,6.0,227.39,0.0,1.11,2.65,5.9,8.27,11.41,obligataire court terme,0.01711326277865346,0.036634123663412364,0.05205089420766972,0.029957047329884384,0.11100000000000002,0.0012548482774355479,0.9987451517225645,223.29999999999998,0.4432944421246595,0.4432944421246595,0.4445946970861209
11/7/2025,PATRIMOINE OBLIGATIONS,24.0,426.55,0.1,2.21,6.12,13.95,16.05,16.3,obligataire moyen et long terme,0.09524881783382122,0.10897257089725712,0.09556010321202957,0.09942820082849366,0.321,0.025211042664841435,0.9747889573351586,192.35,0.37049622926311077,0.37049622926311077,0.44335683631087824
10/3/2025,ATTIJARI ACTIONS,60.0,949.41,-2.69,10.43,31.86,49.21,56.21,81.12,actions,0.6748480072055844,0.4823802882380289,0.672301806210517,0.6165984513163043,3.7329999999999997,0.4144421629021218,0.5855578370978782,60.6415770609319,0.06070179279211976,0.06070179279211976,0.4405172694935211
10/10/2025,ATTIJARI DIVIDEND FUND,60.0,1152.05,-1.38,15.61,25.1,39.65,46.86,64.95,actions,0.5226300382796668,0.39544397954439797,0.5284277960672659,0.485633772216606,2.941,0.3240930869267625,0.6759069130732376,92.50675675675677,0.1356526210431104,0.1356526210431104,0.4377213691215468
10/31/2025,ATTIJARI DIVERSIFIE,48.0,747.63,0.89,7.61,18.52,33.91,39.3,44.95,diversifié,0.3744652105381671,0.32515109251510926,0.3504760209983095,0.35487313722327823,1.651,0.17693360711841205,0.823066392881588,103.8080808080808,0.1622347274697866,0.1622347274697866,0.43753959099472367
10/10/2025,OBLIDYNAMIC,6.0,206.63,0.02,1.43,3.17,6.8,9.06,12.37,obligataire court terme,0.028822337311416348,0.04397954439795445,0.060592579410979626,0.03972354785729043,0.16299999999999998,0.007186858316221763,0.9928131416837782,205.0,0.4002505876701735,0.4002505876701735,0.4338085379491017
10/24/2025,FCP CAP INSTITUTIONS,3.0,674608.34,0.03,1.3,2.96,6.72,9.81,13.7,obligataire court terme,0.0240936725962621,0.05095304509530451,0.07242637245306521,0.041818024317335445,0.16,0.006844626967830255,0.9931553730321697,203.6153846153846,0.3969938017089262,0.3969938017089262,0.43377196214926295
10/17/2025,OBLIDYNAMIC,6.0,206.68,0.02,1.42,3.11,6.75,9.03,12.36,obligataire court terme,0.027471290249943707,0.04370060437006044,0.060503603523445144,0.038946547140679015,0.16199999999999998,0.007072781200091258,0.9929272187999088,204.16666666666666,0.39829048500831166,0.39829048500831166,0.4329439299987377
10/24/2025,OBLIDYNAMIC,6.0,206.73,0.02,1.37,3.06,6.66,9.08,12.33,obligataire court terme,0.026345417698716504,0.04416550441655045,0.060236675860841714,0.03846969534649173,0.157,0.006502395619438743,0.9934976043805612,203.91666666666663,0.39770245420975303,0.39770245420975303,0.43274789571569094
10/3/2025,PATRIMOINE OBLIGATIONS,24.0,425.63,-0.1,2.9,6.52,14.11,13.47,16.06,obligataire moyen et long terme,0.10425579824363884,0.08498372849837288,0.09342468191120207,0.0963079540535717,0.39,0.03308236367784623,0.9669176363221538,180.24999999999997,0.34203553861287683,0.34203553861287683,0.4312091341019379
10/17/2025,PATRIMOINE OBLIGATIONS,24.0,424.44,-0.11,2.34,5.94,13.69,15.31,15.74,obligataire moyen et long terme,0.09119567664940331,0.10209205020920503,0.09057745351009877,0.09434094408948293,0.344,0.027834816335843025,0.9721651836641569,176.14285714285714,0.33237503263655777,0.33237503263655777,0.4290984425260076
11/21/2025,ATTIJARI ACTIONS,60.0,917.8,-2.33,2.05,21.76,49.56,61.7,63.1,actions,0.4474217518576898,0.5334263133426314,0.5119672568733874,0.4861322213063118,2.535,0.2777777777777778,0.7222222222222222,60.312757201646086,0.05992836797436876,0.05992836797436876,0.42909806558150204
11/14/2025,OBLIDYNAMIC,6.0,207.12,0.03,1.32,3.04,6.63,9.67,12.46,obligataire court terme,0.02589506867822563,0.04965132496513249,0.061393362398789945,0.04012160430841055,0.162,0.0070727812000912615,0.9929272187999088,193.6153846153846,0.37347256976658405,0.37347256976658405,0.42596857829331203
11/14/2025,ATTIJARI AL MOUCHARAKA,60.0,1352.03,-2.87,4.61,26.24,57.99,61.78,70.87,actions,0.548299932447647,0.5341701534170153,0.5811015214876769,0.5506213165464635,3.331,0.36858316221765913,0.6314168377823408,53.49831649831649,0.04389996394033355,0.04389996394033355,0.4228435671353877
10/24/2025,ATTIJARI AL MOUCHARAKA,60.0,1401.75,3.78,10.39,36.42,61.81,64.73,79.35,actions,0.7775275838775052,0.5615992561599257,0.6565530741169143,0.6885541836101132,4.819,0.5383299110198494,0.4616700889801506,46.52061855670103,0.027487558769499515,0.027487558769499515,0.4221689677689403
11/7/2025,ATTIJARI DIVERSIFIE,48.0,740.59,-0.94,5.85,16.0,32.8,39.53,42.39,diversifié,0.3177212339563162,0.32728963272896333,0.32769819378948306,0.32258714555474366,1.525,0.1625598904859685,0.8374401095140315,94.15384615384615,0.13952677821698156,0.13952677821698156,0.4221249245412014
10/10/2025,ATTIJARI PATRIMOINE DIVERSIFIE,48.0,5591.34,-0.97,8.48,17.53,32.95,38.07,46.02,diversifié,0.35217293402386857,0.31371455137145515,0.3599964409644986,0.3422001206162706,1.818,0.19598448551220626,0.8040155144877937,94.97196261682242,0.14145108892513292,0.14145108892513292,0.4205200292703862
10/10/2025,CAP MONETAIRE PREMIERE,1.0,209346.87,0.03,1.17,2.73,6.06,9.08,12.61,monétaire,0.01891465886061698,0.04416550441655045,0.06272800071180709,0.03525258089763504,0.147,0.005361624458133698,0.9946383755418663,187.84615384615384,0.35990262826138675,0.35990262826138675,0.4204633335000299
11/14/2025,FCP CAP INSTITUTIONS,3.0,675861.44,0.05,1.32,2.94,6.67,10.36,13.83,obligataire court terme,0.023643323575771223,0.056066945606694556,0.07358305899101344,0.04335835726809667,0.182,0.009354323522701347,0.9906456764772986,180.86666666666665,0.3434860145826546,0.3434860145826546,0.4175828502252246
10/24/2025,PATRIMOINE OBLIGATIONS,24.0,425.03,0.14,2.28,5.96,13.72,15.39,15.81,obligataire moyen et long terme,0.09164602566989419,0.10283589028358905,0.09120028472284011,0.09491383686459183,0.368,0.030572667122975128,0.9694273328770249,154.83333333333334,0.2822524074260907,0.2822524074260907,0.4134694568367714
10/3/2025,OBLIDYNAMIC,6.0,206.58,0.04,1.45,3.2,6.81,9.06,12.39,obligataire court terme,0.029497860842152675,0.04397954439795445,0.06077053118604859,0.04009689997767239,0.185,0.009696554871092859,0.9903034451289071,176.07142857142858,0.33220702383696965,0.33220702383696965,0.41279190068083194
11/21/2025,ATTIJARI TRESORERIE,1.0,5601.62,0.01,0.9,2.22,5.0,7.7,10.12,monétaire,0.00743075883809953,0.03133426313342632,0.04057300471572204,0.021230259302222068,0.09999999999999999,0.0,1.0,182.1818181818182,0.34657941296537476,0.34657941296537476,0.4124659276105012
10/24/2025,CAP MONETAIRE PREMIERE,1.0,209552.24,0.04,1.17,2.69,6.02,9.13,12.65,monétaire,0.018013960819635216,0.04463040446304046,0.06308390426194502,0.03501288260111875,0.157,0.006502395619438743,0.9934976043805612,174.78571428571425,0.3291828654443827,0.3291828654443827,0.4108092939879307
10/3/2025,CAP MONETAIRE PREMIERE,1.0,"209,274.57",0.04,1.18,2.74,6.08,9.09,12.61,monétaire,0.019139833370862426,0.04425848442584845,0.06272800071180709,0.03539306215554716,0.158,0.006616472735569244,0.9933835272644308,174.57142857142853,0.32867883904561823,0.32867883904561823,0.41077593475523355
10/31/2025,CAP MONETAIRE PREMIERE,1.0,209643.17,0.04,1.16,2.67,6.01,9.12,12.64,monétaire,0.01756361179914434,0.04453742445374243,0.06299492837441054,0.03474201891057701,0.156,0.006388318503308238,0.9936116814966918,174.49999999999997,0.3285108302460301,0.3285108302460301,0.4105335610870473
10/3/2025,ATTIJARI DIVIDEND FUND,60.0,"1,168.21",-2.32,9.51,26.39,40.34,45.61,69.3,actions,0.5516775501013286,0.38382147838214786,0.5671323071447638,0.5044116799942614,3.271,0.36173853524982885,0.6382614647501712,58.38842975206612,0.055402112746910176,0.055402112746910176,0.40986374524682895
10/24/2025,ATTIJARI MINETAIRE PLUS,6.0,227.55,0.03,1.07,2.57,5.81,8.37,11.39,obligataire court terme,0.015311866696689935,0.03756392375639237,0.05187294243260077,0.029299698961782833,0.137,0.004220853296828657,0.9957791467031714,171.76923076923075,0.3220877246002367,0.3220877246002367,0.4070799409757355
10/31/2025,FCP CAP INSTITUTIONS,3.0,674998.25,0.06,1.28,2.95,6.72,9.96,13.71,obligataire court terme,0.023868498086016675,0.05234774523477453,0.07251534834059972,0.04214164228156064,0.188,0.01003878621948437,0.9899612137805156,166.375,0.30939982929287724,0.30939982929287724,0.4066649698346421
10/10/2025,ATTIJARI DIVERSIFIE,48.0,726.28,-0.83,9.13,15.62,28.92,32.54,41.13,diversifié,0.3091646025669894,0.2622966062296606,0.31648723196013884,0.29656872954442065,1.7429999999999999,0.1874287018024184,0.8125712981975816,96.01075268817205,0.14389445114589458,0.14389445114589458,0.4055672166208111
11/14/2025,CAP MONETAIRE PREMIERE,1.0,209858.49,0.05,1.15,2.65,6.0,9.2,12.71,monétaire,0.01711326277865346,0.04528126452812644,0.0636177595871519,0.03486456266519504,0.16499999999999998,0.007415012548482773,0.9925849874515172,163.73333333333332,0.3031863038547752,0.3031863038547752,0.4026772124579657
11/14/2025,ATTIJARI MONETAIRE PLUS,6.0,227.93,0.04,1.09,2.56,5.79,8.79,11.48,obligataire court terme,0.015086692186444497,0.04146908414690841,0.05267372542041108,0.030518816421376993,0.14900000000000002,0.0055897786903947085,0.9944102213096053,163.07142857142856,0.3016294223119249,0.3016294223119249,0.40101941965500987
11/21/2025,FCP CAP INSTITUTIONS,3.0,675412.39,-0.07,1.17,2.87,6.53,10.22,13.81,obligataire court terme,0.022067102004053145,0.05476522547652255,0.07340510721594448,0.04214414008817223,0.187,0.00992470910335387,0.9900752908966461,158.23529411764704,0.2902542382927502,0.2902542382927502,0.40095651479208777
10/3/2025,ATTIJARI TRESORERIE,1.0,"5,588.27",0.02,0.97,2.3,5.13,7.54,9.98,monétaire,0.009232154920063046,0.029846582984658303,0.039327342290239355,0.021435520813476883,0.117,0.0019393109742185735,0.9980606890257814,165.16666666666666,0.30655768043317755,0.30655768043317755,0.3999597191630784
10/10/2025,PATRIMOINE OBLIGATIONS,24.0,424.89,-0.17,3.1,6.19,13.88,15.42,15.91,obligataire moyen et long terme,0.09682503940553933,0.10311483031148305,0.0920900435981849,0.09776497751585156,0.48,0.0433493041295916,0.9566506958704084,138.96296296296293,0.24492334117685513,0.24492334117685513,0.39957820212051964
11/21/2025,OBLIDYNAMIC,6.0,207,-0.06,1.16,2.98,6.49,9.55,12.46,obligataire court terme,0.024544021616752988,0.048535564853556486,0.061393362398789945,0.039111352744201425,0.176,0.00866986082591832,0.9913301391740816,156.1875,0.2854375742516162,0.2854375742516162,0.3986748551253899
10/3/2025,ATTIJARI PATRIMOINE VALEURS,60.0,123.58,-3.05,9.31,28.86,44.84,50.62,73.85,actions,0.6072956541319523,0.43040446304044633,0.6076163359729513,0.5542924331727003,3.981,0.4427332877024869,0.5572667122975131,48.67619047619047,0.03255772947817058,0.03255772947817058,0.39866430580178525
